type,issue_number,author,author_type,created_at,state,title,text
issue_body,36896,Ayc0,User,2026-06-29T08:37:45Z,open,[Compiler Bug]: Error: Cannot access refs during render,"### What kind of issue is this?

- [x] React Compiler core (the JS output is incorrect, or your app works incorrectly after optimization)
- [ ] babel-plugin-react-compiler (build issue installing or using the Babel plugin)
- [x] eslint-plugin-react-hooks (build issue installing or using the eslint plugin)
- [ ] react-compiler-healthcheck (build issue installing or using the healthcheck script)

### Link to repro

https://playground.react.dev/#N4Igzg9grgTgxgUxALhAMygOzgFwJYSYAEUYCAwoWDgIaY4AUemeOAlEcADrFF9xUcRGAjREAvEQBKCGrgB0pBDLQMsAE1HME6tgG4efPnjEMRaeXFgj6E8ZI1bMOjt15Gj5y9YS3JzVgZ9QyMAXxC+ERxYYi8rGBscA0xwzB4EAA8ABwgYIU00GigAGyEMbHxCIgBZAE8AQSysoM4QgUxqIjx1CRIySg7aegYW8QA+IjgYWqycCHkYOnUIAFsAVTWASQARIODeKJiiAB51PAA3MeBu0OOAejPL5NSQABoQdrQ8AHMUEDc+Hc7gIVlk8MUaJVMNUIJpkEQuCAaMVioieKE3uAABYQADum3oCBgmGRYBQhWKZFCQA

### Repro steps

When opening the playground, you should see this error:

```
Found 1 error:

Error: Cannot access refs during render

React refs are values that are not needed for rendering. Refs should only be accessed outside of render, such as in event handlers or effects. Accessing a ref value (the `current` property) during render can cause your component not to update as expected (https://react.dev/reference/react/useRef).

  4 |         ref.current = init();
  5 |     }
> 6 |     return ref.current;
    |            ^^^^^^^^^^^ Cannot access ref value during render
  7 | }
  8 |
  9 | export default function MyApp() {
```

To explain a bit this code:

```js
function useConstant(init) {
    const ref = React.useRef(undefined);
    if (ref.current === undefined) {
        ref.current = init();
    }
    return ref.current;
}
```

I know that it breaks the rule of hooks in a way. But when reading [`useRef()`](https://react.dev/reference/react/useRef#avoiding-recreating-the-ref-contents) documentation, we can see this:

> Normally, writing or reading `ref.current` during render is not allowed. However, it’s fine in this case because the result is always the same, and the condition only executes during initialization so it’s fully predictable.

Checking for `ref.current === undefined` & `ref.current = init()` in this code snippet is considered as ok by the compiler, but not when reading just after `ref.current`. Shouldn't it be considered as okay too?

### How often does this bug happen?

Every time

### What version of React are you using?

The latest in the playground? So I'd say 19.x.y. But I also saw this with 18.x.y. And as it's related to eslint/compiler I don't think that the react version is that relevant

### What version of React Compiler are you using?

The latest in the playground? I don't really know, but I know I saw this with `""eslint-plugin-react-hooks"": ""6.1.1""` & `""eslint-plugin-react-hooks"": ""7.1.1""`"
issue_body,36895,parsa-ai,User,2026-06-29T07:19:02Z,open,Bug: ViewTransition fails to animate shared elements inside RTL layouts,"When using React's `ViewTransition` component in a Next.js application, shared element transitions do not work if the document or any ancestor element has `dir=""rtl""`.

The exact same code works correctly when `dir=""ltr""` is used.

As a workaround, wrapping the transition element in an ancestor with `dir=""ltr""` restores the expected behavior.

React version:

* react: 19.2.0
* react-dom: 19.2.0
* next: 16.2.9

## Steps To Reproduce

1. Create a Next.js application using React 19 and enable View Transitions.
2. Set `<html dir=""rtl"">` in the root layout.
3. Create two pages with a shared `<ViewTransition name=""box"">`.
4. Navigate between the pages.
5. Observe that no shared element transition occurs.
6. Change `dir=""rtl""` to `dir=""ltr""` and repeat the navigation.

<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

Link to code example:

```tsx
// app/layout.tsx
export default function RootLayout({
  children,
}: {
  children: React.ReactNode;
}) {
  return (
    <html dir=""rtl"">
      <body>{children}</body>
    </html>
  );
}
```

## The current behavior

No shared element transition animation is performed when navigating between pages while `dir=""rtl""` is applied. The navigation happens immediately without any transition.

## The expected behavior

Shared element transitions should work regardless of the text direction (`ltr` or `rtl`) applied to the document or ancestor elements.
"
issue_body,36890,SuperOleg39,User,2026-06-26T18:53:23Z,closed,Bug: onAllReady called after onShellError,"When I tried to switch to `renderToPipeableStream` from `renderToString`, I found that in case of failed SSR render (no `Suspense` wrapper), I got unexpected `onAllReady` callback call, after `onError`/`onShellError`

React version: 19.2.7

## Steps To Reproduce

1. Clone https://github.com/SuperOleg39/render-to-stream-bug-reproduction
2. Call `npm install`
3. Call `node server.js`
4. Open/curl localhost:3000, and look for server logs in terminal

Link to code example:

https://github.com/SuperOleg39/render-to-stream-bug-reproduction

Example source code is AI generated, but it much simpler than our SSR meta-framework implementation, no offence :)

## The current behavior

When SSR failed, `onError`/`onShellError` called, then `onAllReady`

## The expected behavior

When SSR failed, only `onError`/`onShellError` called"
issue_body,36880,shafiqulislamsagor-developer,User,2026-06-25T05:07:54Z,open,"[DevTools Bug] Cannot add child ""1179"" to parent ""1102"" because parent node was not found in the Store.","### Website or app

http://localhost:5173/owner/6642af39-5bf6-4128-8014-1cfb91f754b7/location/0fe104bf-d70d-451c-906c-8d4eb6fc607d/inventory?tab=inventory-transfer

### Repro steps

Chrome extension error prevents React components from rendering: Cannot add child ""1179"" to parent ""1102""

Description

While testing my React application, one page suddenly stopped rendering. Instead of showing the React components, the browser console displayed an error originating from a Chrome extension.

Console Error:

Uncaught Error: Cannot add child ""1179"" to parent ""1102""

The error was thrown at:
chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:725729
    at p.emit (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:680330)
    at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:682241
    at bridgeListener (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1189368)
Expected Behavior

The page should render normally and display all React components.

Actual Behavior

The page fails to render, and the console shows the error above.

Environment
React: (your version)
Browser: Google Chrome
OS: Ubuntu
Build Tool: Vite
Additional Information

The error originates from a chrome-extension:// URL rather than my application's source code. Disabling the extension allows the page to render normally.

I'm trying to understand:

Is this a known compatibility issue with React DevTools or another Chrome extension?
Has anyone encountered this error before?
Is there any workaround besides disabling the extension?

### How often does this bug happen?

Sometimes

### DevTools package (automated)

react-devtools-extensions

### DevTools version (automated)

7.0.1-3cde211b0c

### Error message (automated)

Cannot add child ""1179"" to parent ""1102"" because parent node was not found in the Store.

### Error call stack (automated)

```text
at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:725729
    at p.emit (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:680330)
    at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:682241
    at bridgeListener (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1189368)
```

### Error component stack (automated)

```text

```

### GitHub query string (automated)

```text
https://api.github.com/search/issues?q=Cannot add child  to parent  because parent node was not found in the Store. in:title is:issue is:open is:public label:""Component: Developer Tools"" repo:facebook/react
```"
issue_body,36869,Petit-x-garcon,User,2026-06-24T09:49:34Z,closed,Bug:,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version:

## Steps To Reproduce

1.
2.

<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

Link to code example:

<!--
  Please provide a CodeSandbox (https://codesandbox.io/s/new), a link to a
  repository on GitHub, or provide a minimal code example that reproduces the
  problem. You may provide a screenshot of the application if you think it is
  relevant to your bug report. Here are some tips for providing a minimal
  example: https://stackoverflow.com/help/mcve.
-->

## The current behavior


## The expected behavior
"
issue_body,36868,hariabinesh-l-4219,User,2026-06-24T07:07:07Z,open,"[Compiler Bug]: React compiler not working with babel 8 - throws (BuildHIR::lowerAssignment) Expected object property value to be an LVal, got: AssignmentPattern","### What kind of issue is this?

- [ ] React Compiler core (the JS output is incorrect, or your app works incorrectly after optimization)
- [x] babel-plugin-react-compiler (build issue installing or using the Babel plugin)
- [ ] eslint-plugin-react-hooks (build issue installing or using the eslint plugin)
- [ ] react-compiler-healthcheck (build issue installing or using the healthcheck script)

### Link to repro

https://github.com/hariabinesh-l-4219/react-compiler-babel-8-issue

### Repro steps

```bash
[Compiler] CompileError: /Users/hari-4219/Git/react-compiler-babel-8-issue/badge.jsx
_CompilerError [ReactCompilerError]: Found 1 error:

Todo: (BuildHIR::lowerAssignment) Expected object property value to be an LVal, got: AssignmentPattern

  1 | export const Badge = ({
> 2 |     variant = ""primary"",
    |     ^^^^^^^^^^^^^^^^^^^ (BuildHIR::lowerAssignment) Expected object property value to be an LVal, got: AssignmentPattern
  3 |     ...rest
  4 | }) => {
  5 |     const className = `badge badge-${variant}`;
    at new HIRBuilder (/Users/hari-4219/Git/react-compiler-babel-8-issue/node_modules/babel-plugin-react-compiler/dist/index.js:76126:19)
    at lower (/Users/hari-4219/Git/react-compiler-babel-8-issue/node_modules/babel-plugin-react-compiler/dist/index.js:78097:19)
    at runWithEnvironment (/Users/hari-4219/Git/react-compiler-babel-8-issue/node_modules/babel-plugin-react-compiler/dist/index.js:106368:15)
    at run (/Users/hari-4219/Git/react-compiler-babel-8-issue/node_modules/babel-plugin-react-compiler/dist/index.js:106361:10)
    at compileFn (/Users/hari-4219/Git/react-compiler-babel-8-issue/node_modules/babel-plugin-react-compiler/dist/index.js:106689:10)
    at tryCompileFunction (/Users/hari-4219/Git/react-compiler-babel-8-issue/node_modules/babel-plugin-react-compiler/dist/index.js:107289:19)
    at processFn (/Users/hari-4219/Git/react-compiler-babel-8-issue/node_modules/babel-plugin-react-compiler/dist/index.js:107226:25)
    at compileProgram (/Users/hari-4219/Git/react-compiler-babel-8-issue/node_modules/babel-plugin-react-compiler/dist/index.js:107107:22)
    at PluginPass.enter (/Users/hari-4219/Git/react-compiler-babel-8-issue/node_modules/babel-plugin-react-compiler/dist/index.js:108443:28)
    at newFn (file:///Users/hari-4219/Git/react-compiler-babel-8-issue/node_modules/@babel/traverse/lib/index.js:484:14) {
  details: [ CompilerErrorDetail { options: [Object] } ],
  disabledDetails: [],
  printedMessage: 'Found 1 error:\n' +
    '\n' +
    'Todo: (BuildHIR::lowerAssignment) Expected object property value to be an LVal, got: AssignmentPattern\n' +
    '\n' +
    '  1 | export const Badge = ({\n' +
    '> 2 |     variant = ""primary"",\n' +
    '    |     ^^^^^^^^^^^^^^^^^^^ (BuildHIR::lowerAssignment) Expected object property value to be an LVal, got: AssignmentPattern\n' +
    '  3 |     ...rest\n' +
    '  4 | }) => {\n' +
    '  5 |     const className = `badge badge-${variant}`;',
  code: 'BABEL_TRANSFORM_ERROR'
}
```

Possible solution:
Lval check needs additional isPatternLike check as per babel docs.
https://babeljs.io/docs/v8-migration-api


### How often does this bug happen?

Every time

### What version of React are you using?

19.2.4

### What version of React Compiler are you using?

1.0.0"
issue_body,36858,stuxnet147,User,2026-06-23T17:13:14Z,closed,Vulnerability Report,"Hello React Team, I reported a vulnerability, but it appears you haven't checked it for 3 weeks, so I am leaving this issue as a reminder.

@gkz @huntie @realsoelynn @SamChou19815 "
issue_body,36848,droooney,User,2026-06-22T16:07:54Z,open,[Compiler Bug]: Unexpected lack of memoization when using nested function calls inside hooks,"### What kind of issue is this?

- [x] React Compiler core (the JS output is incorrect, or your app works incorrectly after optimization)
- [ ] babel-plugin-react-compiler (build issue installing or using the Babel plugin)
- [ ] eslint-plugin-react-hooks (build issue installing or using the eslint plugin)
- [ ] react-compiler-healthcheck (build issue installing or using the healthcheck script)

### Link to repro

https://playground.react.dev/#N4Igzg9grgTgxgUxALhAMygOzgFwJYSYAEUYCAEhBANYAUAlEcADozPFFyFg5EIAeABwSYweAG4IAYllwFiAXhJkA4ghwBRISLGSZ2fIQYBuVuyKduvOAAsEAQ0H65hIktII1OAMJ3Hzw0wTM0wQixh1WGIBYVEJaVlA2lsHJ0T5BnpTNkwAXxAAGhAuTDQ8AHMUEBYOAHpargBbQTwAG3tAgFkIABMEZCJmEHtW1qH2fKKwGwgAdwBJTBwEGEwRsBQ0dYRcoA

### Repro steps

When using nested functions calls inside hooks like in the provided example (see playground link), there is some lack of memoization going on. If we look at the ouput, we can see that as soon as `cheapFunction` changes the `expensiveFunction` gets called every time, even if the result of `cheapFunction` doesn't change. Even if we split the call into two separate statements like this:

```js
// Input
function useHook() {
  const expensiveFunction = useGetExpensiveFunction();
  const cheapFunction = useGetCheapFunction();

  const intermediate = cheapFunction();

  return expensiveFunction(intermediate);
}
```

```js
// Output
import { c as _c } from ""react/compiler-runtime"";
function useHook() {
  const $ = _c(3);
  const expensiveFunction = useGetExpensiveFunction();
  const cheapFunction = useGetCheapFunction();
  let t0;
  if ($[0] !== cheapFunction || $[1] !== expensiveFunction) {
    const intermediate = cheapFunction();
    t0 = expensiveFunction(intermediate);
    $[0] = cheapFunction;
    $[1] = expensiveFunction;
    $[2] = t0;
  } else {
    t0 = $[2];
  }
  return t0;
}
```

the output doesn't change from the previous variant. However, if we wrap the expensive call inside `useMemo` it works as expected - there are 2 separate steps of memoization:

```js
// Input
function useHook() {
  const expensiveFunction = useGetExpensiveFunction();
  const cheapFunction = useGetCheapFunction();

  const intermediate = cheapFunction();

  return useMemo(() => expensiveFunction(intermediate), [expensiveFunction, intermediate]);
}
```

```js
// Output
import { c as _c } from ""react/compiler-runtime"";
function useHook() {
  const $ = _c(5);
  const expensiveFunction = useGetExpensiveFunction();
  const cheapFunction = useGetCheapFunction();
  let t0;
  if ($[0] !== cheapFunction) {
    t0 = cheapFunction();
    $[0] = cheapFunction;
    $[1] = t0;
  } else {
    t0 = $[1];
  }
  const intermediate = t0;
  let t1;
  if ($[2] !== expensiveFunction || $[3] !== intermediate) {
    t1 = expensiveFunction(intermediate);
    $[2] = expensiveFunction;
    $[3] = intermediate;
    $[4] = t1;
  } else {
    t1 = $[4];
  }
  return t1;
}
```

So if we'd had the `useMemo` variant in our codebase and we decided to remove those in favor of react-compiler, the memoization logic would break, even though all of react rules are being followed here.

### How often does this bug happen?

Every time

### What version of React are you using?

19.2.3

### What version of React Compiler are you using?

1.0.0"
issue_body,36847,droooney,User,2026-06-22T15:45:25Z,open,[Compiler Bug]: Inconistent memoization,"### What kind of issue is this?

- [x] React Compiler core (the JS output is incorrect, or your app works incorrectly after optimization)
- [ ] babel-plugin-react-compiler (build issue installing or using the Babel plugin)
- [ ] eslint-plugin-react-hooks (build issue installing or using the eslint plugin)
- [ ] react-compiler-healthcheck (build issue installing or using the healthcheck script)

### Link to repro

https://playground.react.dev/#N4Igzg9grgTgxgUxALhAMygOzgFwJYSYAEUYCAKjAIaZgA2VOCAFAOYI4ByVAtgmAAcqiAJRFgAHRgTiROITA4ifMGCrswRALwkyAWX5qNzEQG4pMonIVLMvfkMTai7LvcHCWKo-zMXZ8rRKaBAwPIwAknBQzqQIUVAAYqHhOEwwJubSmP5WMBywxHD5jBTUtAxMiVi4BJjMdiqOCAA0RCFhkdF+2QC+-iAtIIFoeKwoIIPgABYQAO4RmOl2dGAoaFSrCL1AA

### Repro steps

If a hook has a parameter that's supposed to be a function, the hook behavior becomes unexpected. In the provided example (see playground link), if we inline the `namespace` variable like this:

```js
// Input
function useTranslate(getNamespace) {
  const messages = useMessages();
  const formatIcu = useIcuFormatter();

  return createTranslateFunction(getNamespace(messages), formatIcu);
}
```

```js
// Output
import { c as _c } from ""react/compiler-runtime"";
function useTranslate(getNamespace) {
  const $ = _c(4);
  const messages = useMessages();
  const formatIcu = useIcuFormatter();
  let t0;
  if ($[0] !== formatIcu || $[1] !== getNamespace || $[2] !== messages) {
    t0 = createTranslateFunction(getNamespace(messages), formatIcu);
    $[0] = formatIcu;
    $[1] = getNamespace;
    $[2] = messages;
    $[3] = t0;
  } else {
    t0 = $[3];
  }
  return t0;
}

```

the output seems to be almost correct: it memoizes most of the things, however it doesn't memoize `getNamespace(messages)` into its own variable (maybe that's another issue or even a non-issue altogether, I'm not sure, still reported it in #36848), however if we inline all of the variables like this:

```js
function useTranslate(getNamespace) {
  return createTranslateFunction(getNamespace(useMessages()), useIcuFormatter());
}
```

the ouput again doesn't memoize anything

### How often does this bug happen?

Every time

### What version of React are you using?

19.2.3

### What version of React Compiler are you using?

1.0.0"
issue_body,36845,28leandro,User,2026-06-22T14:18:58Z,closed,Bug:,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version:

## Steps To Reproduce

1.
2.

<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

Link to code example:

<!--
  Please provide a CodeSandbox (https://codesandbox.io/s/new), a link to a
  repository on GitHub, or provide a minimal code example that reproduces the
  problem. You may provide a screenshot of the application if you think it is
  relevant to your bug report. Here are some tips for providing a minimal
  example: https://stackoverflow.com/help/mcve.
-->

## The current behavior


## The expected behavior
"
issue_body,36842,AbdulRafayZubaire,User,2026-06-22T12:28:09Z,closed,Dummy test issue,This is a test issue for demonstration
issue_body,36836,dasheidt,User,2026-06-21T17:57:49Z,open,Bug: [DevMode] React Flight RSC dev async-debug tracking retains unbounded ancestry in pendingOperations under   long-lived async workloads,"Summary

  While investigating repeated development-server memory restarts in a Next.js 16.2.9 + React 19.2.x app, I
  traced the retained memory to React Flight's development-only async-debug tracking in
  react-server-dom-turbopack-server.

  Heap snapshots show a bounded number of live pendingOperations entries retaining a much larger, growing
  ancestry graph through .previous / .awaited / .promise (WeakRef) links. A long-lived async context (e.g. an
  open stream / keepalive doing periodic awaited work) keeps the tail of an ancestry chain alive, which
  transitively pins the entire lineage. The retained graph grows without bound for the lifetime of the context.

  This does not occur in production builds (the tracking is *.development.js-only).

  I want to keep the claim narrow: React's dev async-ancestry tracking appears to retain unbounded lineage under
  long-lived async workloads — not ""React has a memory leak.""

  Environment

  - react-server-dom-turbopack 19.2.7 (bundled by Next.js 16.2.9), and reproduces on latest canary
  19.3.0-canary-e92ecef2-20260618 (the four async-hook callbacks are byte-for-byte identical between the two).
  - Node v22.21.1
  - Development mode only (NODE_ENV !== 'production')
  - The tracking is installed unconditionally via async_hooks.createHook({...}).enable() in
  react-server-dom-turbopack-server.node.development.js.

  Observed behavior

  A long-lived async workload causes retained ancestry to grow continuously even though the number of live
  operations stays bounded.

  From one captured in-flight heap snapshot of the dev server:
  - pendingOperations Map: ~20,377 live entries
  - Retained ancestry reachable from it: ~1.5M nodes (~1.25M objects via .awaited, ~842K via .previous, ~1.5M
  WeakRef)
  - Path-to-root of a sampled WeakRef:
  WeakRef ←promise← Object ←previous← Object ←previous← … (deep .previous chain) …
          ←awaited← Object ←[element]← (array) ←table← Map ←pendingOperations← <module/global> → (GC root)

  Cardinality finding (the key signal): the entry count is bounded (~20K) while the ancestry graph is unbounded
  (~1.5M). This points to ancestry accumulation, not failed eviction — destroy is removing entries, but a live
  entry's .previous chain retains its whole ancestry.

  Expected behavior

  Development-time async-debug metadata should not retain unbounded ancestry for long-lived async workloads
  (e.g. via a depth/size bound or pruning of old lineage), so a single long-lived async context cannot pin an
  ever-growing .previous chain.

  Standalone reproduction

  This copies the four async_hooks callbacks verbatim from react-server-dom-turbopack-server.node.development.js
  (helpers that don't affect retention are stubbed) and drives them with a continuous-await loop standing in
  for a long-lived stream. No React, no Next, no app code. Run with node --expose-gc repro.mjs.

  import async_hooks from 'node:async_hooks';
  import { performance } from 'node:perf_hooks';

  // --- React Flight dev callbacks, copied verbatim from
  // react-server-dom-turbopack-server.node.development.js (19.2.7 == canary 19.3.0).
  // Only React-internal helpers are stubbed; node shapes + previous/awaited linking are unchanged.
  const pendingOperations = new Map();
  let lastRanAwait = null;
  const emptyStack = [];
  const resolveOwner = () => null;
  const resolveRequest = () => null;
  const parseStackTracePrivate = () => null;
  function resolvePromiseOrAwaitNode(n, end) { n.tag = n.tag === 3 ? 1 : 2; n.end = end; return n; }

  async_hooks.createHook({
    init(asyncId, type, triggerAsyncId, resource) {
      var trigger = pendingOperations.get(triggerAsyncId);
      if (""PROMISE"" === type)
        if (((type = async_hooks.executionAsyncId()), type !== triggerAsyncId)) {
          if (void 0 === trigger) return;
          triggerAsyncId = null;
          if (null === trigger.stack || (2 !== trigger.tag && 4 !== trigger.tag)) {
            resource = new WeakRef(resource);
            var request = resolveRequest(); null !== request && (triggerAsyncId = null);
          } else (triggerAsyncId = emptyStack),
            (resource = void 0 !== resource._debugInfo ? new WeakRef(resource) : trigger.promise);
          type = pendingOperations.get(type);
          trigger = { tag: 4, owner: resolveOwner(), stack: triggerAsyncId, start: performance.now(), end: -1.1,
  promise: resource, awaited: trigger, previous: void 0 === type ? null : type };
        } else (type = resolveOwner()),
          (trigger = { tag: 3, owner: type, stack: null === type ? null : parseStackTracePrivate(), start:
  performance.now(), end: -1.1, promise: new WeakRef(resource), awaited: void 0 === trigger ? null : trigger,
  previous: null });
      else if (""bound-anonymous-fn"" === type || ""Microtask"" === type || ""TickObject"" === type || ""Immediate"" ===
  type) { if (void 0 === trigger) return; }
      else if (void 0 === trigger)
        (trigger = resolveOwner()), (trigger = { tag: 0, owner: trigger, stack: null === trigger ?
  parseStackTracePrivate() : null, start: performance.now(), end: -1.1, promise: null, awaited: null, previous:
  null });
      else if (2 === trigger.tag || 4 === trigger.tag)
        (resource = resolveOwner()), (trigger = { tag: 0, owner: resource, stack: null === resource ?
  parseStackTracePrivate() : null, start: performance.now(), end: -1.1, promise: null, awaited: null, previous:
  trigger });
      pendingOperations.set(asyncId, trigger);
    },
    before(asyncId) {
      var node = pendingOperations.get(asyncId);
      if (void 0 !== node) switch (node.tag) {
        case 0: lastRanAwait = null; 0 > node.end ? (node.end = performance.now())
          : ((node = { tag: 0, owner: node.owner, stack: node.stack, start: node.start, end: performance.now(),
  promise: node.promise, awaited: node.awaited, previous: node.previous }), pendingOperations.set(asyncId,
  node)); break;
        case 4: lastRanAwait = resolvePromiseOrAwaitNode(node, performance.now()); break;
        case 2: lastRanAwait = node; break;
        case 3: resolvePromiseOrAwaitNode(node, performance.now()).previous = lastRanAwait; lastRanAwait = null;
  break;
        default: lastRanAwait = null;
      }
    },
    promiseResolve(asyncId) {
      var node = pendingOperations.get(asyncId);
      if (void 0 !== node) {
        switch (node.tag) { case 4: case 3: node = resolvePromiseOrAwaitNode(node, performance.now()); break;
  case 2: case 1: break; default: throw Error(""IO_NODE bug""); }
        var currentAsyncId = async_hooks.executionAsyncId();
        asyncId !== currentAsyncId && ((asyncId = pendingOperations.get(currentAsyncId)),
          1 === node.tag ? (node.awaited = void 0 === asyncId ? null : asyncId)
            : void 0 !== asyncId && ((currentAsyncId = { tag: 2, owner: node.owner, stack: node.stack, start:
  node.start, end: node.end, promise: node.promise, awaited: node.awaited, previous: node.previous }),
              (node.start = node.end), (node.end = performance.now()), (node.previous = currentAsyncId),
  (node.awaited = asyncId)));
      }
    },
    destroy(asyncId) { pendingOperations.delete(asyncId); },
  }).enable();

  // --- measure retained ancestry reachable from live Map entries (after a full GC) ---
  function measure() {
    global.gc();
    const seen = new Set(); let maxDepth = 0;
    for (const node of pendingOperations.values()) {
      let depth = 0, n = node;
      while (n && typeof n === 'object' && !seen.has(n)) { seen.add(n); depth++; n = n.previous || n.awaited; }
      if (depth > maxDepth) maxDepth = depth;
    }
    return { mapSize: pendingOperations.size, retainedAncestryNodes: seen.size, maxChainDepth: maxDepth, rssMB:
  Math.round(process.memoryUsage().rss / 1048576) };
  }

  // --- long-lived async context doing periodic awaited work (stands in for a stream) ---
  let running = true;
  (async function longLivedStream() {
    while (running) { await new Promise((r) => setImmediate(r)); await Promise.resolve(); await
  Promise.resolve(); await Promise.resolve(); }
  })();

  let tick = 0;
  const iv = setInterval(() => {
    console.log(JSON.stringify({ second: ++tick, ...measure() }));
    if (tick >= 8) { running = false; clearInterval(iv); }
  }, 1000);

  Output (Node v22.21.1; same logic as canary 19.3.0-canary-e92ecef2-…):
  {""second"":1,""mapSize"":1397,""retainedAncestryNodes"":132464,""maxChainDepth"":131070,""rssMB"":169}
  {""second"":3,""mapSize"":392992,""retainedAncestryNodes"":711602,""maxChainDepth"":318614,""rssMB"":412}
  {""second"":5,""mapSize"":382248,""retainedAncestryNodes"":1090498,""maxChainDepth"":708254,""rssMB"":556}
  {""second"":8,""mapSize"":340288,""retainedAncestryNodes"":1585710,""maxChainDepth"":1245426,""rssMB"":699}

  mapSize plateaus (~340–390K) while retainedAncestryNodes grows linearly and a single .previous chain reaches
  ~1.24M deep. With the default old-space size, this OOMs a bare Node process in ~36 s.

  Note on async_hooks destroy (ruling out the obvious explanation)

  A separate async_hooks probe on Node v22.21.1 showed destroy firing for 800,009 of 800,013 promise resources
  (≈100%), so this is not ""destroy never fires."" Eviction works; the retention is via .previous/.awaited strong
  references pinned by a long-lived live entry, not stuck Map entries.

  { ""node"": ""v22.21.1"", ""promiseInit"": 800013, ""promiseDestroy"": 800009, ""destroyRate"": ""1.0000"" }

  Additional artifacts (available on request)

  - The in-flight .heapsnapshot and the retainer/path-to-root and pendingOperations-cardinality analyses. (Not
  attaching the multi-hundred-MB snapshot up front.)"
issue_body,36834,TheAlexLichter,User,2026-06-21T07:39:49Z,closed,Bug: `fetchPriority` is not available in `ReactDOM.preloadModule()`,"`ReactDOM.preload()` supports a fetchPriority option, but `ReactDOM.preloadModule()` currently ignores
it, ruling out more granular preload optimization for ESM-based apps.

## Details

Frameworks using native ES modules rely on `modulepreload` to discover client-side JavaScript
during server rendering. By default, these get a high priority in browsers.

When a page emits many JS files, they may compete with render-critical resources.

React already fixes this for bootstrap modules via `fetchPriority=""low""` and also It also supports explicit priorities through `ReactDOM.preload()` and `ReactDOM.preinit()` but *not* via `ReactDOM.preloadModule()`.

This would enable the optimization so `@vitejs/plugin-rsc` and others can pass `fetchPriority: 'low'` further down (see https://github.com/vitejs/vite-plugin-react/pull/1264).

## Proposed Addition

Extend `PreloadModuleOptions` with `fetchPriority` and forward this value to the generated link.

```ts
type PreloadModuleOptions = {
  as?: string
  crossOrigin?: string
  integrity?: string
  nonce?: string
  fetchPriority?: 'high' | 'low' | 'auto'
}
```

The same option may also make sense for `ReactDOM.preinitModule()`.

## Alternatives

Developers could:

- Rewrite React’s streamed HTML (exhausting and brittle)
- Emit separate preload hints (risking duplication)
- Avoid early module discovery entirely (not performant)

## (Somewhat) related work

- #26826 
- #26880 
- #27189"
